130,Nightwish - She Is My Sin,Nightwish_-_She_Is_My_Sin.mp3,rock,true,1,2022-08-06 17:24:07.000000 +00:00,true,6963
131,Die Happy - Survivor,Die_Happy_-_Survivor.mp3,rock,true,1,2022-08-06 17:24:07.000000 +00:00,true,6987
132,Blind Guardian - Nightfall,Blind_Guardian_-_Nightfall.mp3,rock,true,1,2022-08-06 10:26:24.000000 +00:00,true,7107
133,Thousand Foot Krutch - Take It Out On Me,Thousand_Foot_Krutch_-_Take_It_Out_On_Me.mp3,rock,true,1,2022-08-06 17:24:07.000000 +00:00,true,7151
134,Xoma - In My Head,Xoma_-_In_My_Head.mp3,electronic,true,1,2022-08-06 17:31:34.000000 +00:00,true,7190
135,Guano Apes - Break The Line,Guano_Apes_-_Break_The_Line.mp3,rock,false,1,2022-08-06 09:34:07.000000 +00:00,true,7232
136,Ina Wroldsen - Mother,Ina_Wroldsen_-_Mother.mp3,dance,true,1,2022-08-06 17:23:25.000000 +00:00,true,7268
137,Marin Hoxha - Endless,Marin_Hoxha_-_Endless.mp3,electronic,false,1,2022-08-06 09:49:30.000000 +00:00,true,7298
138,Britney Spears - Overprotected,Britney_Spears_-_Overprotected.mp3,pop,false,1,2022-08-06 09:27:13.000000 +00:00,true,7312
139,Starset - Antigravity,Starset_-_Antigravity.mp3,rock,true,1,2022-08-06 09:56:51.000000 +00:00,true,7361
140,Fall Out Boy - Immortals,Fall_Out_Boy_-_Immortals.mp3,rock,true,1,2022-06-19 03:35:12.000000 +00:00,true,7465
141,Him - Join Me In Death,Him_-_Join_Me_In_Death.mp3,rock,false,1,2022-08-06 09:38:11.000000 +00:00,true,7510
142,Breaking Benjamin - Without You (Acoustic),Breaking_Benjamin_-_Without_You_(Acoustic).mp3,rock,false,1,2022-08-06 09:26:23.000000 +00:00,true,7552
143,Amadeus - Legendary,Amadeus_-_Legendary.mp3,electronic,true,1,2022-08-06 10:30:42.000000 +00:00,true,7614
144,TheFatRat - Jackpot,TheFatRat_-_Jackpot.mp3,electronic,true,1,2022-08-06 17:31:03.000000 +00:00,true,7754
145,Neovaii - Meaning,Neovaii_-_Meaning.mp3,electronic,true,1,2022-08-06 17:31:03.000000 +00:00,true,7766
146,AShamaluevMusic - Epic Sport Rock,AShamaluevMusic_-_Epic_Sport_Rock.mp3,electronic,true,1,2022-08-06 17:27:50.000000 +00:00,true,7782
147,ROY - I Wish,ROY_-_I_Wish.mp3,electronic,false,1,2022-08-06 10:38:09.000000 +00:00,true,7802
148,Egypt Central - Dying To Leave,Egypt_Central_-_Dying_To_Leave.mp3,rock,false,1,2022-08-06 09:30:49.000000 +00:00,true,7818
149,OMFG - I Love You,OMFG_-_I_Love_You.mp3,electronic,true,1,2022-08-06 17:31:03.000000 +00:00,true,7859
150,Alex Hepburn - Under,Alex_Hepburn_-_Under.mp3,dance,true,1,2022-08-06 17:23:25.000000 +00:00,true,7864
151,TheFatRat - Origin Reprise,TheFatRat_-_Origin_Reprise.mp3,electronic,true,1,2022-08-06 17:31:03.000000 +00:00,true,7876
152,OMFG - Hello,OMFG_-_Hello.mp3,electronic,true,1,2022-08-06 09:53:25.000000 +00:00,true,7958
153,Thousand Foot Krutch - Lifeline,Thousand_Foot_Krutch_-_Lifeline.mp3,rock,false,1,2022-08-06 10:12:17.000000 +00:00,true,8052
154,Sum 41 - Chuck,Sum_41_-_Chuck.mp3,rock,true,1,2022-08-06 09:58:38.000000 +00:00,true,8118
155,The Letter Black - Therell Come A Day,The_Letter_Black_-_Therell_Come_A_Day.mp3,rock,true,1,2022-08-06 17:24:07.000000 +00:00,true,8250
156,Bishu - Crossfire (feat. RØRY),Bishu_-_Crossfire_(feat._RØRY).mp3,electronic,true,1,2022-08-06 17:27:50.000000 +00:00,true,8287
157,Drive Hard - Prototyperaptor ,Drive_Hard_-_Prototyperaptor_.mp3,electronic,true,1,2022-08-06 09:29:25.000000 +00:00,true,8429
158,Lost Sky - Forever,Lost_Sky_-_Forever.mp3,electronic,true,1,2022-08-06 17:31:02.000000 +00:00,true,8654
159,Paradise - Here we go,Paradise_-_Here_we_go.mp3,electronic,true,1,2022-08-06 17:31:03.000000 +00:00,true,8715
160,Skillet - Awake and Alive,Skillet_-_Awake_and_Alive.mp3,rock,true,1,2022-08-06 17:24:07.000000 +00:00,true,8775
161,Jim Yosef - Reverse,Jim_Yosef_-_Reverse.mp3,electronic,true,1,2022-08-06 17:27:50.000000 +00:00,true,8794
162,Swif7 - Your Gain,Swif7_-_Your_Gain.mp3,electronic,true,1,2022-08-06 17:31:03.000000 +00:00,true,8830
163,Halestorm - Not You,Halestorm_-_Not_You.mp3,rock,false,1,2022-08-06 09:36:03.000000 +00:00,true,8843
164,TheFatRat - Envelope,TheFatRat_-_Envelope.mp3,electronic,true,1,2022-08-06 17:31:03.000000 +00:00,true,8844
165,Ampyx - Rise,Ampyx_-_Rise.mp3,electronic,false,1,2022-08-06 10:33:03.000000 +00:00,true,8908
166,Jonth feat Veronica Bravo - Sun Comes Up,Jonth_feat_Veronica_Bravo_-_Sun_Comes_Up.mp3,electronic,true,1,2022-08-06 17:27:51.000000 +00:00,true,9021
167,The Score - Head Up,The_Score_-_Head_Up.mp3,dance,true,1,2022-08-06 17:23:25.000000 +00:00,true,9071
168,Breaking Benjamin - Without You,Breaking_Benjamin_-_Without_You.mp3,rock,false,1,2022-08-06 09:26:23.000000 +00:00,true,9192
169,We Are Fury - Broken (ft. Luma),We_Are_Fury_-_Broken_(ft._Luma).mp3,electronic,true,1,2022-08-06 17:31:34.000000 +00:00,true,9220
170,Skillet feat Lacey Sturm - Breaking Free feat Lacey Sturm,Skillet_feat_Lacey_Sturm_-_Breaking_Free_feat_Lacey_Sturm.mp3,rock,true,1,2022-08-06 17:24:07.000000 +00:00,true,9308
171,Hoobastank - Don't Think I Love,Hoobastank_-_Don't_Think_I_Love.mp3,rock,true,1,2022-06-19 03:35:12.000000 +00:00,true,9362
172,TheFatRat - Time Lapse,TheFatRat_-_Time_Lapse.mp3,electronic,true,1,2022-08-06 17:31:03.000000 +00:00,true,9475
173,Starset - Carnivore,Starset_-_Carnivore.mp3,rock,false,1,2022-08-06 09:56:51.000000 +00:00,true,9557
174,Alan Walker - On My Way (ft. Sabrina Carpenter & Farruko),Alan_Walker_-_On_My_Way_(ft._Sabrina_Carpenter_&_Farruko).mp3,electronic,true,1,2022-08-06 17:27:50.000000 +00:00,true,9647
175,Him - The Funeral Of Hearts (Acoustic Version),Him_-_The_Funeral_Of_Hearts_(Acoustic_Version).mp3,rock,false,1,2022-08-06 09:38:11.000000 +00:00,true,9653
176,Icon For Hire - Get Well,Icon_For_Hire_-_Get_Well.mp3,rock,false,1,2022-08-06 09:40:00.000000 +00:00,true,9727
177,Vicetone (feat. Cozi Zuehlsdorff) - Nevada,Vicetone_(feat._Cozi_Zuehlsdorff)_-_Nevada.mp3,electronic,true,1,2022-08-06 17:31:34.000000 +00:00,true,9756
178,All Time Low - Kids In the Dark,All_Time_Low_-_Kids_In_the_Dark.mp3,rock,true,1,2022-08-06 17:24:06.000000 +00:00,true,9819
179,Alan Walker - Sky (ft. Alex Skrindo),Alan_Walker_-_Sky_(ft._Alex_Skrindo).mp3,electronic,true,1,2022-08-06 17:27:50.000000 +00:00,true,9929
180,Nico Filippo-Welcome to School,Nico_Filippo-Welcome_to_School.mp3,dance,false,1,2022-08-06 09:52:35.000000 +00:00,true,9965
